NISN,Nama_Lengkap,Jenis_Kelamin,Usia,Kelas,Jurusan,Kehadiran_Persen,Rata_Nilai,Jumlah_Remedial,Peringkat_Kelas,Pernah_Tinggal_Kelas,Surat_Peringatan,Status_Ekstrakurikuler,Siswa_Bekerja,Status_Ortu,Jumlah_Saudara,Pendidikan_Tertinggi_Ortu,Pekerjaan_Ayah,Pekerjaan_Ibu,Penghasilan_Keluarga_Bulan,Pengeluaran_Keluarga_Bulan,Kepemilikan_Rumah,Kondisi_Rumah,Akses_Listrik,Sumber_Air_Bersih,Jarak_Ke_Sekolah_KM,Moda_Transportasi,Akses_Internet,Terdaftar_DTKS,Penerima_KIP,Penerima_PKH,Status_BPJS,Bantuan_Lokal_Daerah,Skor_Risiko,Status_Risiko,Skor_Kelayakan_Bansos,Kelayakan_Bansos,Rekomendasi_Bansos
8106906538,Dian Permata,Perempuan,17,11,Kejuruan,82,80,0,10,0,0,Aktif,0,Cerai,1,SMP,Karyawan Swasta,Pedagang,1800000,1550000,Milik Sendiri,Permanen,PLN Subsidi (450VA/900VA),Sumur Pompa,0.4,Diantar Ortu,Paket Data,0,0,0,PBI (Gratis),0,3,Rendah,4,Perlu Ditinjau,Verifikasi Lapangan
7292076361,Yoga Suryadi,Laki-laki,16,10,Kejuruan,84,61,3,16,0,0,Tidak Aktif,0,Cerai,3,SMA/SMK,Karyawan Swasta,Pedagang,600000,650000,Milik Sendiri,Semi Permanen,PLN Subsidi (450VA/900VA),Sungai/Tadah Hujan,2.0,Jalan Kaki,Paket Data,1,1,0,Mandiri Kelas 3,0,11,Tinggi,8,Sangat Layak,PKH Prioritas
5659161352,Joko Puspita,Perempuan,14,8,-,96,92,0,8,0,0,Tidak Aktif,0,Lengkap,0,SMA/SMK,Buruh Harian,Ibu Rumah Tangga,4700000,5750000,Milik Sendiri,Permanen,PLN Subsidi (450VA/900VA),Sumur Pompa,3.2,Jalan Kaki,Paket Data,0,0,0,Mandiri Kelas 2/1,0,1,Rendah,1,Tidak Layak,—
2439622619,Fajar Lestari,Laki-laki,12,7,-,80,90,0,9,0,0,Tidak Aktif,0,Lengkap,1,D3/S1,Petani,Petani,5400000,4450000,Sewa/Kontrak,Permanen,PLN Subsidi (450VA/900VA),Sumur Pompa,2.3,Motor Pribadi,Paket Data,0,0,1,Mandiri Kelas 3,1,1,Rendah,1,Tidak Layak,—
4226113732,Ayu Siregar,Laki-laki,12,7,-,90,63,4,17,0,0,Tidak Aktif,0,Cerai,0,D3/S1,Pedagang,Ibu Rumah Tangga,400000,350000,Milik Sendiri,Tidak Layak Huni,PLN Mandiri,Sumur Pompa,1.1,Jalan Kaki,Wifi Rumah,1,1,0,Mandiri Kelas 3,0,10,Tinggi,10,Sangat Layak,PKH Prioritas
8184602688,Fajar Wibowo,Perempuan,18,12,Kejuruan,78,63,3,14,0,0,Tidak Aktif,0,Lengkap,7,SMA/SMK,Petani,Ibu Rumah Tangga,4800000,4700000,Milik Sendiri,Semi Permanen,PLN Subsidi (450VA/900VA),Sumur Pompa,0.6,Motor Pribadi,Paket Data,0,0,0,PBI (Gratis),1,7,Sedang,4,Perlu Ditinjau,Verifikasi Lapangan
1855256552,Rafi Andini,Perempuan,15,8,-,79,65,2,17,0,0,Aktif,0,Lengkap,1,D3/S1,Tidak Bekerja,Ibu Rumah Tangga,1100000,1300000,Milik Sendiri,Permanen,PLN Subsidi (450VA/900VA),PAM/PDAM,1.9,Jalan Kaki,Wifi Rumah,1,1,0,Mandiri Kelas 3,0,6,Sedang,5,Layak,Bansos Daerah
1104906255,Fajar Puspita,Perempuan,19,12,IPS,82,66,2,21,0,0,Aktif,0,Cerai,2,SMA/SMK,Pedagang,Wiraswasta,4300000,4950000,Dinas,Permanen,PLN Subsidi (450VA/900VA),Sumur Gali,6.7,Angkutan Umum,Wifi Rumah,0,0,0,Mandiri Kelas 3,0,5,Sedang,1,Tidak Layak,—
5607762160,Kurnia Saputra,Perempuan,15,10,Kejuruan,89,85,2,7,0,0,Aktif,0,Lengkap,2,SMA/SMK,Buruh Harian,Ibu Rumah Tangga,2000000,2000000,Milik Sendiri,Permanen,PLN Subsidi (450VA/900VA),Sumur Gali,9.3,Diantar Ortu,Tidak Ada,0,0,0,Tidak Punya,0,3,Rendah,2,Perlu Ditinjau,Verifikasi Lapangan
8285786023,Ratna Saputra,Perempuan,13,7,-,97,78,5,8,0,0,Tidak Aktif,0,Yatim,0,SD,Karyawan Swasta,Ibu Rumah Tangga,2200000,2400000,Sewa/Kontrak,Semi Permanen,PLN Mandiri,PAM/PDAM,8.7,Diantar Ortu,Paket Data,0,0,0,Tidak Punya,1,8,Sedang,6,Layak,Bansos Daerah
7418301077,Nisa Lubis,Laki-laki,13,7,-,85,84,2,9,0,0,Tidak Aktif,0,Lengkap,0,SD,Pedagang,Ibu Rumah Tangga,1800000,2150000,Milik Sendiri,Semi Permanen,PLN Mandiri,Sumur Gali,1.4,Motor Pribadi,Paket Data,0,0,0,PBI (Gratis),0,4,Rendah,5,Layak,Bansos Daerah
2047905204,Joko Pratama,Laki-laki,18,11,IPA,67,81,0,9,0,1,Aktif,0,Yatim,0,SMA/SMK,Buruh Harian,Ibu Rumah Tangga,5800000,4050000,Milik Sendiri,Permanen,PLN Mandiri,Sumur Pompa,1.1,Motor Pribadi,Wifi Rumah,0,0,0,PBI (Gratis),0,4,Rendah,4,Perlu Ditinjau,Verifikasi Lapangan
2825989011,Bayu Wijaya,Laki-laki,16,10,Kejuruan,90,95,0,1,0,0,Tidak Aktif,0,Lengkap,1,SMP,Wiraswasta,Pedagang,800000,750000,Milik Sendiri,Semi Permanen,PLN Mandiri,Sumur Pompa,4.7,Diantar Ortu,Paket Data,1,0,1,Tidak Punya,1,4,Rendah,9,Sangat Layak,KIP Prioritas
7519578899,Galih Wibowo,Laki-laki,13,7,-,100,59,3,19,1,0,Tidak Aktif,0,Lengkap,0,Tidak Sekolah,Wiraswasta,Ibu Rumah Tangga,3500000,4350000,Sewa/Kontrak,Permanen,Nebeng Tetangga,PAM/PDAM,5.3,Jalan Kaki,Paket Data,0,0,0,Mandiri Kelas 3,0,8,Sedang,1,Tidak Layak,—
9805620900,Bayu Andini,Perempuan,17,10,IPS,85,77,0,3,0,0,Aktif,0,Lengkap,0,SMA/SMK,Karyawan Swasta,Ibu Rumah Tangga,5300000,6050000,Milik Sendiri,Permanen,Nebeng Tetangga,Sumur Gali,4.3,Angkutan Umum,Tidak Ada,0,0,0,Tidak Punya,1,2,Rendah,1,Tidak Layak,—
4643576871,Eka Firmansyah,Laki-laki,14,8,-,65,44,4,25,1,1,Aktif,0,Piatu,3,Tidak Sekolah,Petani,Pedagang,3900000,4000000,Numpang Keluarga,Permanen,PLN Mandiri,Sumur Gali,0.5,Motor Pribadi,Tidak Ada,0,0,0,PBI (Gratis),0,13,Tinggi,4,Perlu Ditinjau,Verifikasi Lapangan
2960488639,Fandi Saputra,Perempuan,14,9,-,85,55,3,15,0,0,Aktif,0,Lengkap,5,SMA/SMK,PNS/TNI/Polri,Ibu Rumah Tangga,14100000,12000000,Milik Sendiri,Semi Permanen,PLN Subsidi (450VA/900VA),Sumur Pompa,1.4,Sepeda,Paket Data,0,0,0,Mandiri Kelas 3,1,6,Sedang,4,Perlu Ditinjau,Verifikasi Lapangan
8737025391,Okta Wijaya,Perempuan,13,7,-,83,72,3,12,0,0,Tidak Aktif,0,Lengkap,1,SMA/SMK,Karyawan Swasta,Pedagang,1400000,1250000,Milik Sendiri,Permanen,PLN Subsidi (450VA/900VA),Sumur Pompa,2.9,Motor Pribadi,Paket Data,1,1,1,Mandiri Kelas 3,0,5,Sedang,5,Layak,Bansos Daerah
7852415525,Indah Kusuma,Perempuan,16,11,IPS,83,78,3,12,0,0,Aktif,0,Lengkap,1,D3/S1,Petani,Buruh Harian,4700000,4750000,Numpang Keluarga,Permanen,PLN Mandiri,PAM/PDAM,4.7,Jalan Kaki,Paket Data,0,0,0,Tidak Punya,1,2,Rendah,1,Tidak Layak,—
9123612497,Okta Harahap,Laki-laki,15,8,-,94,71,2,25,0,0,Tidak Aktif,0,Lengkap,0,SMA/SMK,Buruh Harian,Ibu Rumah Tangga,2000000,2150000,Milik Sendiri,Permanen,PLN Mandiri,Sumur Pompa,6.0,Angkutan Umum,Paket Data,0,0,0,PBI (Gratis),0,2,Rendah,2,Perlu Ditinjau,Verifikasi Lapangan
7462972995,Rina Firmansyah,Perempuan,16,10,Kejuruan,99,65,4,19,0,0,Aktif,0,Lengkap,2,SD,Wiraswasta,Pedagang,5900000,5600000,Sewa/Kontrak,Permanen,Tidak Ada,PAM/PDAM,3.4,Sepeda,Wifi Rumah,0,0,0,PBI (Gratis),0,3,Rendah,1,Tidak Layak,—
7648059419,Bagas Hartono,Laki-laki,19,12,IPA,91,67,4,21,0,0,Tidak Aktif,0,Lengkap,3,SMA/SMK,Petani,Ibu Rumah Tangga,2100000,2350000,Numpang Keluarga,Semi Permanen,PLN Subsidi (450VA/900VA),PAM/PDAM,4.0,Sepeda,Paket Data,1,1,1,Mandiri Kelas 3,0,6,Sedang,4,Perlu Ditinjau,Verifikasi Lapangan
4853479481,Doni Rahayu,Laki-laki,13,8,-,82,90,1,14,0,0,Aktif,0,Lengkap,0,D3/S1,Karyawan Swasta,Buruh Harian,1600000,1900000,Milik Sendiri,Permanen,Tidak Ada,Sumur Gali,3.2,Jalan Kaki,Wifi Rumah,0,0,0,Tidak Punya,0,3,Rendah,4,Perlu Ditinjau,Verifikasi Lapangan
7333678472,Indah Santoso,Perempuan,13,7,-,96,68,3,16,0,0,Tidak Aktif,1,Lengkap,0,S2/S3,Pedagang,Petani,6200000,4900000,Sewa/Kontrak,Permanen,PLN Mandiri,Sungai/Tadah Hujan,5.6,Diantar Ortu,Wifi Rumah,0,0,0,Tidak Punya,1,5,Sedang,1,Tidak Layak,—
8033702319,Dewi Pratama,Laki-laki,16,10,IPA,67,95,0,4,0,1,Tidak Aktif,0,Lengkap,2,SMA/SMK,Pedagang,Ibu Rumah Tangga,1400000,1350000,Milik Sendiri,Semi Permanen,PLN Subsidi (450VA/900VA),Sumur Pompa,4.0,Motor Pribadi,Wifi Rumah,0,0,0,Tidak Punya,0,6,Sedang,5,Layak,Bansos Daerah
7533932947,Reni Saputra,Laki-laki,14,9,-,76,83,0,2,0,0,Tidak Aktif,0,Lengkap,1,SMP,Petani,Pedagang,700000,650000,Milik Sendiri,Semi Permanen,PLN Mandiri,PAM/PDAM,3.2,Motor Pribadi,Paket Data,0,0,0,Tidak Punya,1,6,Sedang,7,Layak,Bansos Daerah
3691864041,Rendra Hartono,Perempuan,14,8,-,77,78,1,9,0,0,Tidak Aktif,0,Cerai,0,D3/S1,Wiraswasta,Wiraswasta,1400000,1550000,Milik Sendiri,Semi Permanen,PLN Mandiri,Sumur Pompa,2.4,Motor Pribadi,Paket Data,0,0,0,PBI (Gratis),0,7,Sedang,5,Layak,Bansos Daerah
6474354351,Yuli Firmansyah,Laki-laki,13,7,-,83,57,2,15,0,0,Aktif,0,Lengkap,1,SD,Buruh Harian,Meninggal,3600000,3050000,Numpang Keluarga,Semi Permanen,PLN Subsidi (450VA/900VA),Sumur Gali,3.2,Motor Pribadi,Paket Data,0,0,0,PBI (Gratis),1,5,Sedang,2,Perlu Ditinjau,Verifikasi Lapangan
9922723063,Dimas Hidayat,Perempuan,17,11,IPA,89,85,0,5,0,0,Tidak Aktif,0,Lengkap,1,SMA/SMK,PNS/TNI/Polri,Pedagang,6600000,7150000,Milik Sendiri,Permanen,PLN Mandiri,Sumur Gali,4.6,Jalan Kaki,Paket Data,0,0,0,PBI (Gratis),0,0,Rendah,1,Tidak Layak,—
2227193073,Yoga Situmorang,Perempuan,18,12,IPS,81,66,2,24,0,0,Aktif,0,Lengkap,1,SMA/SMK,Karyawan Swasta,Petani,2400000,2900000,Sewa/Kontrak,Semi Permanen,PLN Mandiri,Sumur Gali,3.8,Angkutan Umum,Wifi Rumah,0,0,0,PBI (Gratis),0,5,Sedang,3,Perlu Ditinjau,Verifikasi Lapangan
6461974809,Wahyu Rahayu,Perempuan,16,10,IPA,74,57,2,19,0,3,Aktif,0,Yatim Piatu,2,Tidak Sekolah,Karyawan Swasta,Ibu Rumah Tangga,6300000,5950000,Numpang Keluarga,Semi Permanen,PLN Mandiri,Sumur Pompa,4.2,Jalan Kaki,Paket Data,0,0,0,Tidak Punya,0,8,Sedang,5,Layak,Bansos Daerah
3319936135,Arif Hidayat,Laki-laki,14,8,-,94,79,2,5,0,0,Tidak Aktif,0,Piatu,2,SMP,Tidak Bekerja,Ibu Rumah Tangga,700000,850000,Milik Sendiri,Permanen,PLN Mandiri,Sumur Gali,10.0,Jalan Kaki,Paket Data,1,1,1,Tidak Punya,0,8,Sedang,10,Sangat Layak,—
1594312071,Gilang Situmorang,Laki-laki,13,8,-,81,54,3,26,0,0,Aktif,0,Yatim,1,SMP,PNS/TNI/Polri,Buruh Harian,1500000,1900000,Milik Sendiri,Tidak Layak Huni,PLN Subsidi (450VA/900VA),PAM/PDAM,3.8,Angkutan Umum,Paket Data,1,1,1,PBI (Gratis),0,11,Tinggi,11,Sangat Layak,—
6288227800,Bayu Puspita,Perempuan,15,9,-,85,63,0,21,1,0,Tidak Aktif,0,Lengkap,4,SMA/SMK,Pedagang,Petani,1700000,1250000,Milik Sendiri,Permanen,PLN Subsidi (450VA/900VA),Sumur Pompa,1.7,Sepeda,Tidak Ada,1,1,0,Mandiri Kelas 2/1,0,7,Sedang,7,Layak,Bansos Daerah
3980491761,Dimas Setiawan,Laki-laki,15,9,-,90,72,2,17,0,0,Tidak Aktif,0,Lengkap,1,D3/S1,Tidak Bekerja,PNS,2000000,1650000,Milik Sendiri,Tidak Layak Huni,PLN Mandiri,Sumur Pompa,6.6,Sepeda,Wifi Rumah,0,0,0,Tidak Punya,0,4,Rendah,5,Layak,Bansos Daerah
4034047118,Ilham Lestari,Perempuan,17,11,IPS,84,100,0,1,0,0,Aktif,0,Lengkap,2,SMP,Karyawan Swasta,Petani,2300000,2900000,Milik Sendiri,Tidak Layak Huni,PLN Mandiri,Sumur Pompa,0.9,Motor Pribadi,Wifi Rumah,0,0,0,Mandiri Kelas 3,0,5,Sedang,5,Layak,Bansos Daerah
5570828113,Bagas Santoso,Perempuan,19,12,Kejuruan,84,64,2,25,0,0,Tidak Aktif,0,Lengkap,1,D3/S1,Buruh Harian,Petani,3800000,4800000,Sewa/Kontrak,Semi Permanen,PLN Mandiri,Sungai/Tadah Hujan,1.1,Motor Pribadi,Paket Data,0,0,0,PBI (Gratis),0,5,Sedang,2,Perlu Ditinjau,Verifikasi Lapangan
7045593274,Reni Setiawan,Perempuan,16,11,Kejuruan,95,67,2,11,0,0,Aktif,0,Lengkap,3,SD,Petani,Petani,1500000,1100000,Dinas,Tidak Layak Huni,PLN Subsidi (450VA/900VA),Sumur Gali,4.1,Angkutan Umum,Tidak Ada,0,0,1,Mandiri Kelas 3,0,7,Sedang,7,Layak,Bansos Daerah
7625464411,Wahyu Saputra,Laki-laki,13,7,-,85,82,0,12,0,0,Aktif,0,Cerai,4,SMA/SMK,Wiraswasta,Wiraswasta,2400000,1700000,Numpang Keluarga,Semi Permanen,PLN Mandiri,PAM/PDAM,4.8,Angkutan Umum,Paket Data,0,0,0,Mandiri Kelas 3,0,4,Rendah,5,Layak,Bansos Daerah
2785736751,Rafi Nugroho,Laki-laki,13,7,-,93,56,3,31,0,0,Aktif,0,Yatim,0,SD,Buruh Harian,Pedagang,2100000,1650000,Numpang Keluarga,Permanen,PLN Subsidi (450VA/900VA),PAM/PDAM,1.0,Angkutan Umum,Tidak Ada,0,0,0,Mandiri Kelas 2/1,0,8,Sedang,5,Layak,Bansos Daerah
7099469983,Galih Nugroho,Perempuan,18,11,IPS,89,78,4,21,0,0,Tidak Aktif,0,Yatim,4,D3/S1,Karyawan Swasta,Pedagang,1000000,1250000,Numpang Keluarga,Permanen,PLN Mandiri,Sumur Pompa,2.1,Angkutan Umum,Paket Data,0,0,0,Mandiri Kelas 3,0,8,Sedang,9,Sangat Layak,KIP Prioritas
3987248494,Galih Santoso,Laki-laki,18,12,IPS,100,88,0,1,0,0,Tidak Aktif,0,Lengkap,3,D3/S1,Pedagang,Ibu Rumah Tangga,2000000,1600000,Milik Sendiri,Permanen,PLN Mandiri,PAM/PDAM,1.7,Sepeda,Tidak Ada,0,0,0,PBI (Gratis),0,3,Rendah,2,Perlu Ditinjau,Verifikasi Lapangan
6928691380,Siti Handoko,Laki-laki,16,11,Kejuruan,88,69,2,6,0,0,Tidak Aktif,0,Cerai,2,SMA/SMK,Buruh Harian,Karyawan Swasta,1900000,1900000,Sewa/Kontrak,Permanen,Nebeng Tetangga,Sumur Pompa,1.9,Motor Pribadi,Wifi Rumah,0,0,0,Tidak Punya,0,3,Rendah,4,Perlu Ditinjau,Verifikasi Lapangan
6805759868,Lina Hidayat,Perempuan,17,12,Kejuruan,91,86,0,14,0,0,Tidak Aktif,0,Lengkap,0,D3/S1,PNS/TNI/Polri,Ibu Rumah Tangga,1900000,2250000,Numpang Keluarga,Semi Permanen,PLN Subsidi (450VA/900VA),Sungai/Tadah Hujan,7.0,Motor Pribadi,Wifi Rumah,0,0,0,Mandiri Kelas 3,0,4,Rendah,5,Layak,Bansos Daerah
8531118333,Siti Lubis,Perempuan,18,12,IPS,96,76,1,11,0,0,Aktif,0,Lengkap,2,SMA/SMK,Petani,Wiraswasta,2200000,1550000,Milik Sendiri,Permanen,PLN Mandiri,Sungai/Tadah Hujan,5.7,Sepeda,Tidak Ada,0,0,0,Mandiri Kelas 3,0,3,Rendah,2,Perlu Ditinjau,Verifikasi Lapangan
6242173772,Mega Rahayu,Perempuan,17,10,Kejuruan,84,63,3,13,0,0,Aktif,0,Cerai,3,D3/S1,Pedagang,Buruh Harian,2300000,2400000,Numpang Keluarga,Permanen,Nebeng Tetangga,Sumur Gali,2.9,Diantar Ortu,Tidak Ada,0,0,0,Tidak Punya,0,8,Sedang,2,Perlu Ditinjau,Verifikasi Lapangan
6237376063,Lina Hartono,Perempuan,19,12,Kejuruan,76,70,3,16,1,0,Tidak Aktif,0,Lengkap,1,SMA/SMK,PNS/TNI/Polri,Petani,1500000,1250000,Milik Sendiri,Semi Permanen,PLN Subsidi (450VA/900VA),Sumur Gali,1.8,Angkutan Umum,Wifi Rumah,0,0,0,PBI (Gratis),0,6,Sedang,5,Layak,Bansos Daerah
7166868574,Ilham Lubis,Laki-laki,16,9,-,78,68,3,13,0,0,Tidak Aktif,0,Lengkap,5,D3/S1,Pedagang,Buruh Harian,6000000,7300000,Sewa/Kontrak,Tidak Layak Huni,Nebeng Tetangga,Sumur Pompa,0.9,Jalan Kaki,Wifi Rumah,0,0,0,PBI (Gratis),0,8,Sedang,6,Layak,Bansos Daerah
5419627962,Gilang Setiawan,Perempuan,19,12,IPA,78,71,2,16,0,0,Aktif,1,Lengkap,0,SMA/SMK,Karyawan Swasta,Pedagang,800000,650000,Sewa/Kontrak,Permanen,PLN Subsidi (450VA/900VA),PAM/PDAM,10.8,Jalan Kaki,Wifi Rumah,1,1,1,Tidak Punya,0,8,Sedang,7,Layak,Bansos Daerah
1116402431,Gilang Sinaga,Perempuan,17,12,IPA,73,74,0,12,0,3,Aktif,0,Cerai,0,SD,Wiraswasta,Ibu Rumah Tangga,1200000,1300000,Numpang Keluarga,Permanen,PLN Subsidi (450VA/900VA),Sumur Pompa,5.1,Jalan Kaki,Wifi Rumah,0,0,0,PBI (Gratis),1,8,Sedang,4,Perlu Ditinjau,Verifikasi Lapangan
8055556030,Budi Permata,Laki-laki,18,12,Kejuruan,87,80,0,13,0,0,Tidak Aktif,1,Cerai,1,SMA/SMK,Karyawan Swasta,Wiraswasta,15000000,12000000,Milik Sendiri,Permanen,Tidak Ada,Sumur Pompa,1.6,Sepeda,Wifi Rumah,0,0,0,Tidak Punya,1,3,Rendah,1,Tidak Layak,—
2982979741,Mega Suryadi,Laki-laki,13,7,-,77,79,2,5,0,0,Tidak Aktif,1,Lengkap,1,SD,Petani,Petani,900000,700000,Sewa/Kontrak,Semi Permanen,PLN Mandiri,Sumur Gali,5.7,Jalan Kaki,Tidak Ada,1,1,0,PBI (Gratis),1,10,Tinggi,8,Sangat Layak,PKH Prioritas
5510938155,Putri Handoko,Perempuan,14,9,-,86,41,4,32,0,0,Aktif,0,Yatim,2,SMA/SMK,Buruh Harian,Ibu Rumah Tangga,700000,500000,Milik Sendiri,Permanen,PLN Subsidi (450VA/900VA),PAM/PDAM,2.8,Motor Pribadi,Paket Data,1,0,1,PBI (Gratis),0,10,Tinggi,11,Sangat Layak,KIP Prioritas
6923206003,Galih Hartono,Perempuan,16,9,-,82,71,3,16,0,0,Tidak Aktif,0,Lengkap,0,SMA/SMK,PNS/TNI/Polri,Ibu Rumah Tangga,3900000,3650000,Milik Sendiri,Semi Permanen,PLN Subsidi (450VA/900VA),Sumur Pompa,2.3,Diantar Ortu,Paket Data,0,0,0,Mandiri Kelas 3,0,3,Rendah,2,Perlu Ditinjau,Verifikasi Lapangan
6204041308,Nanda Wibowo,Perempuan,18,11,Kejuruan,83,53,3,23,0,0,Tidak Aktif,0,Lengkap,5,SMA/SMK,Tidak Bekerja,Petani,400000,300000,Numpang Keluarga,Permanen,PLN Mandiri,Sumur Pompa,4.4,Angkutan Umum,Paket Data,1,1,1,PBI (Gratis),0,11,Tinggi,9,Sangat Layak,—
6698759353,Joko Utomo,Perempuan,16,10,IPA,90,69,1,8,1,0,Tidak Aktif,0,Cerai,0,Tidak Sekolah,Wiraswasta,Buruh Harian,1800000,2100000,Sewa/Kontrak,Permanen,PLN Mandiri,Sungai/Tadah Hujan,1.5,Sepeda,Paket Data,1,1,0,Tidak Punya,0,7,Sedang,5,Layak,Bansos Daerah
6923301988,Putri Budiman,Laki-laki,18,12,Kejuruan,78,71,1,21,0,0,Aktif,0,Cerai,0,SD,Wiraswasta,Petani,12200000,12000000,Sewa/Kontrak,Tidak Layak Huni,PLN Mandiri,Sumur Pompa,2.2,Motor Pribadi,Paket Data,0,0,0,Mandiri Kelas 2/1,0,5,Sedang,4,Perlu Ditinjau,Verifikasi Lapangan
8868054898,Andi Pratama,Laki-laki,14,8,-,91,85,2,7,0,0,Tidak Aktif,1,Yatim Piatu,0,SMA/SMK,Buruh Harian,Pedagang,600000,550000,Milik Sendiri,Permanen,PLN Subsidi (450VA/900VA),Sumur Gali,3.3,Motor Pribadi,Paket Data,0,0,0,Tidak Punya,0,8,Sedang,9,Sangat Layak,KIP Prioritas
5646751885,Fandi Suryadi,Perempuan,16,10,IPS,100,72,3,16,0,0,Aktif,0,Lengkap,1,D3/S1,Pedagang,Petani,400000,400000,Milik Sendiri,Permanen,PLN Subsidi (450VA/900VA),Sumur Gali,1.9,Angkutan Umum,Paket Data,1,1,1,Tidak Punya,0,5,Sedang,7,Layak,Bansos Daerah
9673185158,Shinta Wahyudi,Perempuan,17,10,Kejuruan,87,76,2,9,0,0,Aktif,0,Cerai,4,SMP,Pedagang,PNS,600000,600000,Sewa/Kontrak,Permanen,PLN Subsidi (450VA/900VA),PAM/PDAM,5.5,Angkutan Umum,Paket Data,0,0,0,PBI (Gratis),0,7,Sedang,8,Sangat Layak,KIP Prioritas
3316787198,Shinta Permata,Perempuan,14,9,-,75,83,0,9,0,0,Tidak Aktif,0,Lengkap,2,SMA/SMK,Petani,Buruh Harian,4500000,5350000,Milik Sendiri,Semi Permanen,PLN Mandiri,Sumur Pompa,16.1,Diantar Ortu,Paket Data,0,0,0,Tidak Punya,1,5,Sedang,2,Perlu Ditinjau,Verifikasi Lapangan
2503068227,Kurnia Budiman,Perempuan,15,10,Kejuruan,77,88,0,7,0,0,Tidak Aktif,0,Piatu,3,SMA/SMK,Petani,Karyawan Swasta,5400000,5150000,Milik Sendiri,Semi Permanen,PLN Subsidi (450VA/900VA),Sumur Gali,1.5,Motor Pribadi,Tidak Ada,0,0,1,Mandiri Kelas 2/1,1,6,Sedang,5,Layak,Bansos Daerah
3792347639,Okta Hartono,Laki-laki,18,12,IPS,81,71,2,1,0,0,Aktif,0,Lengkap,0,SMA/SMK,Tidak Bekerja,Ibu Rumah Tangga,1400000,1200000,Numpang Keluarga,Permanen,Nebeng Tetangga,Sumur Pompa,0.7,Angkutan Umum,Tidak Ada,1,0,1,Mandiri Kelas 2/1,1,5,Sedang,6,Layak,Bansos Daerah
3799264931,Ratna Sari,Laki-laki,18,12,IPA,77,74,3,14,0,0,Tidak Aktif,0,Cerai,1,SMP,Buruh Harian,Petani,3800000,3250000,Milik Sendiri,Permanen,PLN Mandiri,Sungai/Tadah Hujan,0.5,Jalan Kaki,Paket Data,0,0,0,Tidak Punya,0,3,Rendah,1,Tidak Layak,—
4239406957,Gilang Nugroho,Perempuan,13,7,-,73,73,1,22,0,3,Tidak Aktif,0,Lengkap,1,SMA/SMK,Buruh Harian,Ibu Rumah Tangga,6600000,6700000,Sewa/Kontrak,Permanen,PLN Subsidi (450VA/900VA),PAM/PDAM,2.6,Motor Pribadi,Paket Data,0,0,1,Mandiri Kelas 2/1,0,2,Rendah,1,Tidak Layak,—
5078551333,Dian Utomo,Perempuan,18,12,Kejuruan,85,65,3,18,0,0,Tidak Aktif,0,Lengkap,1,SMP,Petani,Buruh Harian,9100000,8800000,Milik Sendiri,Semi Permanen,PLN Subsidi (450VA/900VA),PAM/PDAM,1.7,Sepeda,Wifi Rumah,0,0,0,Mandiri Kelas 3,1,3,Rendah,2,Perlu Ditinjau,Verifikasi Lapangan
9677466102,Kurnia Hidayat,Perempuan,18,12,IPA,81,63,3,11,0,0,Tidak Aktif,1,Lengkap,0,D3/S1,Tidak Bekerja,Wiraswasta,1800000,1700000,Milik Sendiri,Semi Permanen,Nebeng Tetangga,Sumur Gali,3.6,Motor Pribadi,Paket Data,0,0,0,Mandiri Kelas 2/1,0,8,Sedang,5,Layak,Bansos Daerah
1654477195,Doni Nugroho,Perempuan,15,9,-,86,43,5,27,0,0,Tidak Aktif,0,Lengkap,2,SD,PNS/TNI/Polri,Ibu Rumah Tangga,400000,300000,Milik Sendiri,Semi Permanen,PLN Subsidi (450VA/900VA),Sumur Gali,3.4,Angkutan Umum,Paket Data,1,0,1,PBI (Gratis),0,11,Tinggi,9,Sangat Layak,KIP Prioritas
5837082260,Eka Kusuma,Perempuan,18,12,IPA,97,59,4,23,1,0,Tidak Aktif,1,Lengkap,1,SMP,Karyawan Swasta,Ibu Rumah Tangga,1100000,1200000,Milik Sendiri,Semi Permanen,Nebeng Tetangga,Sungai/Tadah Hujan,0.7,Sepeda,Wifi Rumah,0,0,0,PBI (Gratis),0,11,Tinggi,5,Layak,Bansos Daerah
3875303857,Ayu Handoko,Laki-laki,13,7,-,81,49,5,24,0,0,Aktif,0,Yatim,2,Tidak Sekolah,Tidak Bekerja,Wiraswasta,1500000,1200000,Milik Sendiri,Permanen,PLN Mandiri,Sumur Gali,0.6,Jalan Kaki,Paket Data,0,0,0,Mandiri Kelas 2/1,0,10,Tinggi,7,Layak,Bansos Daerah
6231117883,Novi Pratama,Laki-laki,13,8,-,70,89,0,5,0,2,Aktif,0,Lengkap,1,SMP,Buruh Harian,Ibu Rumah Tangga,1700000,1350000,Milik Sendiri,Permanen,Nebeng Tetangga,Sungai/Tadah Hujan,3.9,Jalan Kaki,Paket Data,1,0,0,PBI (Gratis),0,3,Rendah,6,Layak,Bansos Daerah
